,PA,cover,suitability9,suitability12,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords$lat,coords$lon
331,1,100,721,542,-2.550263166,0.21789071,14,1,1,0.003570638,13.44999981,1.549999952,0.218999997,44.7449605,-62.79660543
333,1,100,718,669,-0.131819785,0.380457371,15,1,1,0.003424812,13.21700001,1.360000014,0.179000005,44.74402228,-62.80058772
365,1,100,730,723,-0.600000024,0.259563535,9,1,1,0.002330238,18.51499939,5.815000057,0.257999986,44.71988162,-63.11046235
391,1,100,769,750,-0.300000012,0.195352718,9,1,1,0.04049094,19.14999962,4.953000069,0.246000007,44.71004276,-63.16876827
403,1,100,681,725,-0.699999988,0.602698743,9,1,1,0.078927249,18.47999954,5.462999821,0.224999994,44.70783784,-63.16832003
405,1,100,740,730,-0.300000012,0.132878825,9,0,1,0.002375249,18.2689991,3.542999983,0.152999997,44.70718877,-63.18068943
422,1,100,731,715,-0.899999976,0.036784623,13,2,0,0.143454969,13.99199963,5.883999825,0.344000012,44.7013133,-63.08524518
439,1,100,745,744,-0.200000003,0.060929053,13,0,1,0.092012972,13.49199963,4.677999973,0.234999999,44.69626168,-63.09804847
440,1,100,683,655,-0.200000003,0.970632792,13,0,1,0.023587452,13.71899986,5.735000134,0.138999999,44.69562644,-63.10379007
449,1,100,686,601,-0.050000001,0.875858903,13,0,1,0.002982876,13.74800014,5.675000191,0.153999999,44.6937335,-63.10643707
539,1,100,475,323,-2.743066072,3.369152308,13,2,1,0.021361884,13.01599979,0.850000024,0.111000001,44.40013696,-64.25655003
547,1,100,419,304,-2.468759537,2.398849249,12,4,1,0.001618501,14.31099987,1.567000031,0.158999994,44.3963786,-64.28283862
690,1,100,661,588,-1.874428511,0.131072327,10,0,1,0.003822703,19.3390007,3.79399991,0.134000003,43.85537065,-64.89218512
694,1,100,613,549,-2.011581898,0.787463605,14,1,1,0.081821956,18.01199913,3.290999889,0.126000002,43.85015929,-64.86415177
700,1,100,684,601,-1.523925662,0.98570174,7,1,1,0.027794102,19.37700081,5.138000011,0.234999999,43.84156588,-64.9448653
710,1,100,768,675,-1.523925662,0.283578336,9,1,1,0.027333245,19.0529995,5.381000042,0.35800001,43.83498154,-64.94291002
751,1,100,610,524,-2.895458698,0.462561905,14,0,1,0.070453629,16.80900002,1.546000004,0.150000006,43.64221775,-65.31030353
