,X.1,X,PA,cover,suitability8,suitability9,bathy_m,slope,bpi_broad,bpi_fine,sub_type,rei,temp1m_median,temp1m_qrange,ws1m_q90,coords.lat,coords.lon,biomass,cover.prop
168,510,510,1,84,64,261,-5.276892185,8.492715836,32,6,1,0.069069915,10.49100018,1.289000034,0.126000002,44.45563765,-63.58772742,231.704603,0.84
169,697,697,1,84,753,658,-0.78293103,0.086621955,5,0,1,0.027721971,19.95800018,4.589000225,0.229000002,43.8443411,-64.94843872,231.704603,0.84
170,609,609,1,85,114,641,-0.352165222,0.998970628,21,5,1,0.006943559,12.42700005,2.323999882,0.083999999,44.2182483,-64.34600206,236.570038,0.85
171,607,607,1,86,725,555,0.300830215,0.929715455,17,3,1,0.007446335,13.35900021,1.756000042,0.30399999,44.22254465,-64.38203134,241.491647,0.86
172,715,715,1,86,818,770,0.656498075,0.131724611,13,2,1,0.027457364,18.15299988,6.024000168,0.310000002,43.82343175,-64.93644176,241.491647,0.86
173,315,315,1,87.40000153,114,522,-1.484504342,0.391544104,12,3,1,0.002946999,12.94499969,1.14199996,0.129999995,44.77008517,-62.75494004,248.4762796,0.874000015
174,203,203,1,87.5,807,766,1,0,12,1,1,0.035653431,17.97800064,6.735000134,0.231999993,45.06356501,-61.91478949,248.9793868,0.875
175,342,342,1,87.5,749,709,0.404246509,0.223372295,11,3,1,0.003372165,14.35599995,4.285999775,0.356000006,44.7309617,-63.01677676,248.9793868,0.875
176,418,418,1,87.5,671,558,-2.70416522,0.903441966,19,0,1,0.047354121,12.34700012,1.468000054,0.225999996,44.70186817,-62.84358622,248.9793868,0.875
177,419,419,1,87.5,549,544,-1.920070648,0.88581866,19,0,1,0.094610229,12.56299973,1.480999947,0.294999987,44.70186328,-62.84005191,248.9793868,0.875
178,427,427,1,87.5,593,588,-3.055847883,0.296714962,19,0,2,0.007636227,12.80300045,1.368999958,0.209999993,44.69998008,-62.84535841,248.9793868,0.875
179,428,428,1,87.5,555,598,-1.357730865,0.923641205,20,0,1,0.056795146,12.51599979,1.486999989,0.294999987,44.69997154,-62.83917356,248.9793868,0.875
180,467,467,1,87.5,688,646,-1.5,0,6,0,1,0.003681466,14.48400021,0.884000003,0.041999999,44.66929142,-63.44329006,248.9793868,0.875
181,531,531,1,87.5,606,544,-1.478480577,1.057567716,15,7,2,0.037962906,12.38899994,1.067000031,0.066,44.40932095,-64.25235086,248.9793868,0.875
182,574,574,1,87.5,525,531,-1.172967553,3.299966335,16,1,2,0.020992398,12.88199997,2.131000042,0.109999999,44.37256957,-64.21246906,248.9793868,0.875
183,575,575,1,87.5,72,372,-3.556188822,4.44678688,14,0,2,0.028726358,11.77700043,1.340000033,0.057,44.37197676,-64.20894241,248.9793868,0.875
184,579,579,1,87.5,109,509,0.757903695,0.777227938,19,6,2,0.089703865,13.41899967,2.078999996,0.105999999,44.3660653,-64.20179269,248.9793868,0.875
185,580,580,1,87.5,144,642,1,0.427241981,19,4,3,0.078455962,14.04100037,2.707999945,0.151999995,44.36539821,-64.20529307,248.9793868,0.875
186,639,639,1,87.5,707,673,0.291492105,0.576125801,17,1,1,0.002325093,16.90800095,3.40899992,0.074000001,44.14944951,-64.52956138,248.9793868,0.875
187,650,650,1,87.5,704,671,-0.006305112,0.384652048,18,1,1,0.002752479,16.28100014,3.838999987,0.134000003,44.14411789,-64.52767326,248.9793868,0.875
188,676,676,1,87.5,810,757,0.300270349,0.026121425,6,0,1,0.020506188,22.11000061,3.082999945,0.144999996,43.8703078,-64.9035476,248.9793868,0.875
189,184,184,1,90,699,725,0.611896336,0.308571398,9,0,1,0.002417995,19.96800041,6.041999817,0.173999995,45.0727592,-61.92084043,261.739823,0.9
190,198,198,1,90,729,719,1,0,11,1,1,0.002162382,18.68499947,6.737999916,0.296000004,45.06831122,-61.91692269,261.739823,0.9
191,213,213,1,90,820,770,0.149373963,0.116685711,15,1,1,0.053766206,15.66300011,5.394999981,0.316000015,45.05145016,-61.89990652,261.739823,0.9
192,394,394,1,90,707,714,0.401157469,0.388702601,9,0,1,0.002745063,18.7329998,3.59100008,0.138999999,44.70876627,-63.17936881,261.739823,0.9
193,408,408,1,90,748,747,0.486050963,0.065202713,9,1,1,0.002480239,17.13800049,5.059000015,0.195999995,44.70530244,-63.17803266,261.739823,0.9
194,426,426,1,90,752,735,0.677188873,0.093068756,14,2,1,0.131994411,14.05099964,6.855000019,0.39199999,44.70005459,-63.08303444,261.739823,0.9
195,446,446,1,90,770,736,0.284883231,0.411531329,10,1,0,0.054232877,16.04299927,4.769999981,0.136000007,44.6942976,-63.16253827,261.739823,0.9
196,237,237,1,91.40000153,82,602,-0.639395297,0.609381378,21,2,1,0.164186865,14.26299953,1.269999981,0.224000007,44.94317732,-62.05281333,269.0390304,0.914000015
197,719,719,1,93.1818161,710,647,0.051830966,2.346183777,15,1,1,0.029032847,16.46800041,4.988999844,0.26699999,43.81788769,-64.92886393,278.4881383,0.931818161
198,657,657,1,94,746,655,-0.645489395,0.192090198,10,0,1,0.036172695,12.54300022,2.319999933,0.056000002,43.92450812,-64.84598127,282.886783,0.94
199,334,334,1,94.30000305,687,665,0.226295963,0.558826029,9,3,1,0.00409076,15,3.096999884,0.201000005,44.73852386,-63.01545274,284.5090537,0.943000031
200,202,202,1,95,808,765,1,0,11,1,1,0.035549592,18.40800095,6.758999825,0.270999998,45.06515271,-61.91609318,288.313958,0.95
201,380,380,1,95,798,771,0.330086082,0.157893986,8,1,1,0.058878221,19.73500061,3.677000046,0.192000002,44.71350339,-63.17231337,288.313958,0.95
202,327,327,1,96.5,698,713,0.461752683,0.37079829,7,4,1,0.005309379,14.96399975,3.184999943,0.170000002,44.74513833,-63.02739176,296.5600468,0.965
203,548,548,1,97,456,365,-3.01317358,4.152939796,10,2,1,0.001808919,14.21100044,0.985000014,0.082999997,44.39610301,-64.27931674,299.33683,0.97
204,549,549,1,97,577,614,-0.875170231,2.315981388,14,3,3,0.004700026,13.2840004,1.914999962,0.291000009,44.39632278,-64.25954477,299.33683,0.97
205,712,712,1,97,784,735,0.358633786,0.601712704,11,1,1,0.027314596,18.49900055,5.721000195,0.293000013,43.82874904,-64.93879016,299.33683,0.97
206,320,320,1,97.19999695,543,584,-0.681094587,0.429020435,3,3,1,0.003853896,16.87700081,0.760999978,0.061000001,44.76309752,-63.02916927,300.4514585,0.97199997
207,683,683,1,98,722,564,-0.910057068,0.561803401,10,0,1,0.044653248,19.83699989,3.503000021,0.127000004,43.86187107,-64.88019591,304.932527,0.98
208,698,698,1,98,706,595,-1.555971026,0.102695815,14,1,1,0.093758866,16.59399986,3.371999979,0.166999996,43.84478359,-64.86529052,304.932527,0.98
209,287,287,1,98.19999695,105,498,-1.747642994,2.032772064,15,2,1,0.025967076,12.02700043,0.897000015,0.037,44.8412103,-62.45704039,306.0583901,0.98199997
210,305,305,1,98.69999695,98,577,-0.821534455,0.750210881,17,4,1,0.084752992,13.55200005,1.297999978,0.066,44.79296339,-62.5999733,308.8829212,0.98699997
211,554,554,1,99,525,452,-1.60925591,1.931358218,13,1,1,0.002279317,13.96399975,2.319999933,0.453999996,44.39470884,-64.26302592,310.584398,0.99
212,558,558,1,99,440,520,-0.504752219,0.513696015,13,3,1,0.001422203,15.19900036,3.292999983,0.27700001,44.38825694,-64.27650926,310.584398,0.99
213,165,165,1,99.30000305,72,501,-1.49952054,0.684057593,18,2,1,0.001030507,15.03199959,0.477999985,0.07,45.09252179,-61.72876257,312.2909306,0.993000031
214,171,171,1,100,100,504,1,0.696441591,18,8,1,0.001291007,13.81099987,0.75,0.028999999,45.07746759,-61.82336776,316.292443,0.99
215,306,306,1,100,73,541,-0.19158265,0.662275195,18,6,1,0.19360283,13.0710001,1.358999968,0.050000001,44.78196046,-62.60712772,316.292443,0.99
216,312,312,1,100,139,688,0.1739683,0.314518392,17,3,1,0.001859332,12.30900002,1.50999999,0.02,44.77464967,-62.68856889,316.292443,0.99
217,326,326,1,100,108,436,-0.50805974,2.582351446,16,4,1,0.077997722,12.56099987,1.379999995,0.037,44.75174539,-62.72627645,316.292443,0.99
218,328,328,1,100,755,721,0.026204089,0.21789071,14,1,1,0.003570638,13.44999981,1.549999952,0.218999997,44.7449605,-62.79660543,316.292443,0.99
219,330,330,1,100,747,718,0.300704479,0.380457371,15,1,1,0.003424812,13.21700001,1.360000014,0.179000005,44.74402228,-62.80058772,316.292443,0.99
220,347,347,1,100,674,703,0.684188783,0.261270851,7,1,1,0.002771101,19.8029995,6.106999874,0.349999994,44.72806984,-63.11445584,316.292443,0.99
221,363,363,1,100,718,730,0.404447496,0.259563535,9,1,1,0.002330238,18.51499939,5.815000057,0.257999986,44.71988162,-63.11046235,316.292443,0.99
222,365,365,1,100,742,735,0.156464979,0.106360003,9,0,0,0.002617464,18.21999931,6.593999863,0.393000007,44.7195699,-63.10692635,316.292443,0.99
223,387,387,1,100,786,769,0.399503082,0.195352718,9,1,1,0.04049094,19.14999962,4.953000069,0.246000007,44.71004276,-63.16876827,316.292443,0.99
224,399,399,1,100,759,681,0.139259756,0.602698743,9,1,1,0.078927249,18.47999954,5.462999821,0.224999994,44.70783784,-63.16832003,316.292443,0.99
225,403,403,1,100,750,740,0.603359461,0.132878825,9,0,1,0.002375249,18.2689991,3.542999983,0.152999997,44.70718877,-63.18068943,316.292443,0.99
226,421,421,1,100,756,731,0.437545836,0.036784623,13,2,0,0.143454969,13.99199963,5.883999825,0.344000012,44.7013133,-63.08524518,316.292443,0.99
227,438,438,1,100,786,738,0.645304441,0.151406407,13,0,1,0.092730246,13.49199963,4.677999973,0.234999999,44.69626206,-63.09760673,316.292443,0.99
228,447,447,1,100,684,686,0.546961725,0.875858903,13,0,1,0.002982876,13.74800014,5.675000191,0.153999999,44.6937335,-63.10643707,316.292443,0.99
229,538,538,1,100,97,475,-2.550471783,3.369152308,13,2,1,0.021361884,13.01599979,0.850000024,0.111000001,44.40013696,-64.25655003,316.292443,0.99
230,546,546,1,100,569,509,1,1.026465297,18,7,1,0.003066708,13.73099995,1.467000008,0.068000004,44.39720729,-64.23627077,316.292443,0.99
231,547,547,1,100,429,419,-0.807581007,2.398849249,12,4,1,0.001618501,14.31099987,1.567000031,0.158999994,44.3963786,-64.28283862,316.292443,0.99
232,689,689,1,100,767,661,-0.261191398,0.131072327,10,0,1,0.003822703,19.3390007,3.79399991,0.134000003,43.85537065,-64.89218512,316.292443,0.99
233,693,693,1,100,741,613,-0.680239737,0.787463605,14,1,1,0.081821956,18.01199913,3.290999889,0.126000002,43.85015929,-64.86415177,316.292443,0.99
234,699,699,1,100,750,684,0.289239794,0.98570174,7,1,1,0.027794102,19.37700081,5.138000011,0.234999999,43.84156588,-64.9448653,316.292443,0.99
235,709,709,1,100,796,768,0.404543698,0.283578336,9,1,1,0.027333245,19.0529995,5.381000042,0.35800001,43.83498154,-64.94291002,316.292443,0.99
236,750,750,1,100,684,610,-1.464788556,0.462561905,14,0,1,0.070453629,16.80900002,1.546000004,0.150000006,43.64221775,-65.31030353,316.292443,0.99
