source,subproject,id,site,subsite,year,month,day,SamplingType_1,SamplingType_2,SamplingType_3,latitude,longitude,seagrass,bathy_m,subObs,subObs_JT,SubObs_Jtcat,percent.cover,percent.cover.cat,percent.cover.notes,,
SG_SDM,Goldboro_LNG,2104,T-16,,2020,,,Video transect ,,,45.168,-61.64521,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2105,T-16,,2020,,,Video transect ,,,45.16806,-61.64527,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2106,T-16,,2020,,,Video transect ,,,45.16812,-61.64534,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2107,T-16,,2020,,,Video transect ,,,45.16822,-61.64541,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2108,T-16,,2020,,,Video transect ,,,45.1683,-61.64548,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2109,T-16,,2020,,,Video transect ,,,45.16837,-61.64553,0,,Mud,soft,1,0,0,,,
SG_SDM,Goldboro_LNG,2110,T-17,,2020,,,Video transect ,,,45.16969,-61.64428,0,,Mud,soft,1,0,0,,,
SG_SDM,Goldboro_LNG,2111,T-17,,2020,,,Video transect ,,,45.16966,-61.64422,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2112,T-17,,2020,,,Video transect ,,,45.16959,-61.64418,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2113,T-17,,2020,,,Video transect ,,,45.16951,-61.64417,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2114,T-17,,2020,,,Video transect ,,,45.16945,-61.64416,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2115,T-17,,2020,,,Video transect ,,,45.16934,-61.64413,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2116,T-17,,2020,,,Video transect ,,,45.16926,-61.64406,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2117,T-17,,2020,,,Video transect ,,,45.16919,-61.64399,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2118,T-17,,2020,,,Video transect ,,,45.16912,-61.64392,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2119,T-17,,2020,,,Video transect ,,,45.16906,-61.64383,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2120,T-17,,2020,,,Video transect ,,,45.16898,-61.64374,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2121,T-17,,2020,,,Video transect ,,,45.16891,-61.64371,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2122,T-17,,2020,,,Video transect ,,,45.16883,-61.64364,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2123,T-17,,2020,,,Video transect ,,,45.16876,-61.64341,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2124,T-17,,2020,,,Video transect ,,,45.16868,-61.64337,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2125,T-17,,2020,,,Video transect ,,,45.16856,-61.64321,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2126,T-17,,2020,,,Video transect ,,,45.1686,-61.64332,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2127,T-17,,2020,,,Video transect ,,,45.16852,-61.64337,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2128,T-17,,2020,,,Video transect ,,,45.16843,-61.64337,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2129,T-17,,2020,,,Video transect ,,,45.16834,-61.64331,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2130,T-17,,2020,,,Video transect ,,,45.16826,-61.64322,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2131,T-17,,2020,,,Video transect ,,,45.1682,-61.64314,0,,Mud,soft,1,0,0,,,
SG_SDM,Goldboro_LNG,2132,T-17,,2020,,,Video transect ,,,45.16813,-61.64288,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2133,T-17,,2020,,,Video transect ,,,45.16807,-61.64277,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2134,T-17,,2020,,,Video transect ,,,45.16798,-61.64272,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2135,T-17,,2020,,,Video transect ,,,45.16792,-61.64269,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2136,T-17,,2020,,,Video transect ,,,45.16781,-61.64267,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2137,T-17,,2020,,,Video transect ,,,45.16773,-61.64262,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2138,T-17,,2020,,,Video transect ,,,45.16767,-61.64258,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2139,T-17,,2020,,,Video transect ,,,45.16761,-61.6425,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2140,T-17,,2020,,,Video transect ,,,45.16752,-61.64254,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2141,T-17,,2020,,,Video transect ,,,45.16743,-61.64252,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2142,T-17,,2020,,,Video transect ,,,45.16738,-61.64249,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2143,T-17,,2020,,,Video transect ,,,45.16733,-61.64244,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2144,T-17,,2020,,,Video transect ,,,45.16726,-61.64239,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2145,T-17,,2020,,,Video transect ,,,45.1672,-61.6424,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2146,T-17,,2020,,,Video transect ,,,45.16715,-61.64231,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2147,T-17,,2020,,,Video transect ,,,45.16709,-61.64222,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2148,T-17,,2020,,,Video transect ,,,45.16706,-61.64211,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2149,T-17,,2020,,,Video transect ,,,45.16705,-61.64206,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2150,T-17,,2020,,,Video transect ,,,45.16704,-61.64205,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2151,T-17,,2020,,,Video transect ,,,45.16703,-61.64207,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2152,T-17,,2020,,,Video transect ,,,45.16704,-61.64212,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2153,T-17,,2020,,,Video transect ,,,45.16705,-61.64225,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2154,T-17,,2020,,,Video transect ,,,45.16703,-61.64224,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2155,T-17,,2020,,,Video transect ,,,45.16699,-61.64218,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2156,T-17,,2020,,,Video transect ,,,45.16695,-61.64214,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2157,T-17,,2020,,,Video transect ,,,45.1669,-61.64197,1,,Sand & Gravel,mixed,2,50,3,,,
SG_SDM,Goldboro_LNG,2158,T-17,,2020,,,Video transect ,,,45.16688,-61.64193,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2159,T-17,,2020,,,Video transect ,,,45.16681,-61.64192,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2160,T-17,,2020,,,Video transect ,,,45.16669,-61.6419,1,,,NA,NA,80,5,,,
SG_SDM,Goldboro_LNG,2161,T-17,,2020,,,Video transect ,,,45.1666,-61.64187,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2162,T-17,,2020,,,Video transect ,,,45.16656,-61.64183,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2163,T-17,,2020,,,Video transect ,,,45.16647,-61.64173,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2164,T-17,,2020,,,Video transect ,,,45.16642,-61.64163,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2165,T-17,,2020,,,Video transect ,,,45.16638,-61.64161,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2166,T-17,,2020,,,Video transect ,,,45.16631,-61.64156,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2167,T-17,,2020,,,Video transect ,,,45.16621,-61.6415,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2168,T-17,,2020,,,Video transect ,,,45.16615,-61.64144,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2169,T-17,,2020,,,Video transect ,,,45.16609,-61.64138,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2170,T-17,,2020,,,Video transect ,,,45.16603,-61.64134,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2171,T-17,,2020,,,Video transect ,,,45.16596,-61.64131,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2172,T-17,,2020,,,Video transect ,,,45.16589,-61.64127,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2173,T-17,,2020,,,Video transect ,,,45.16587,-61.64125,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2174,T-17,,2020,,,Video transect ,,,45.1658,-61.64115,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2175,T-17,,2020,,,Video transect ,,,45.16571,-61.64105,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2176,T-17,,2020,,,Video transect ,,,45.16561,-61.64099,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2177,T-17,,2020,,,Video transect ,,,45.16552,-61.64094,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2178,T-17,,2020,,,Video transect ,,,45.16546,-61.64089,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2179,T-17,,2020,,,Video transect ,,,45.1654,-61.64084,0,,Sand & Gravel,mixed,2,0,0,,,
SG_SDM,Goldboro_LNG,2180,T-18,,2020,,,Video transect ,,,45.16988,-61.64369,0,,Mixed,mixed,2,0,0,,,
SG_SDM,Goldboro_LNG,2181,T-18,,2020,,,Video transect ,,,45.16988,-61.64372,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2182,T-18,,2020,,,Video transect ,,,45.16986,-61.64373,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2183,T-18,,2020,,,Video transect ,,,45.1698,-61.64375,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2184,T-18,,2020,,,Video transect ,,,45.16975,-61.64374,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2185,T-18,,2020,,,Video transect ,,,45.16968,-61.64371,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2186,T-18,,2020,,,Video transect ,,,45.16965,-61.6437,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2187,T-18,,2020,,,Video transect ,,,45.16957,-61.64371,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2188,T-18,,2020,,,Video transect ,,,45.16951,-61.64377,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2189,T-18,,2020,,,Video transect ,,,45.16946,-61.64384,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2190,T-18,,2020,,,Video transect ,,,45.16941,-61.6439,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2191,T-18,,2020,,,Video transect ,,,45.16932,-61.64395,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2192,T-18,,2020,,,Video transect ,,,45.16927,-61.64396,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2193,T-18,,2020,,,Video transect ,,,45.16921,-61.64397,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2194,T-18,,2020,,,Video transect ,,,45.16916,-61.64397,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2195,T-18,,2020,,,Video transect ,,,45.16911,-61.64399,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2196,T-18,,2020,,,Video transect ,,,45.16907,-61.64404,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2197,T-18,,2020,,,Video transect ,,,45.16902,-61.64408,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2198,T-18,,2020,,,Video transect ,,,45.16897,-61.64415,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2199,T-18,,2020,,,Video transect ,,,45.16891,-61.64421,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2200,T-18,,2020,,,Video transect ,,,45.16887,-61.64428,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2201,T-18,,2020,,,Video transect ,,,45.16883,-61.64435,0,,Mud,soft,1,0,0,,,
SG_SDM,Goldboro_LNG,2202,T-18,,2020,,,Video transect ,,,45.16876,-61.64443,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2203,T-18,,2020,,,Video transect ,,,45.16867,-61.64447,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2204,T-18,,2020,,,Video transect ,,,45.16858,-61.64452,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2205,T-18,,2020,,,Video transect ,,,45.1685,-61.64457,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2206,T-18,,2020,,,Video transect ,,,45.16842,-61.64464,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2207,T-18,,2020,,,Video transect ,,,45.16834,-61.64472,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2208,T-18,,2020,,,Video transect ,,,45.1683,-61.64475,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2209,T-18,,2020,,,Video transect ,,,45.16824,-61.64481,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2210,T-18,,2020,,,Video transect ,,,45.16817,-61.64487,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2211,T-18,,2020,,,Video transect ,,,45.16807,-61.64493,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2212,T-18,,2020,,,Video transect ,,,45.168,-61.645,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2213,T-18,,2020,,,Video transect ,,,45.16791,-61.64506,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2214,T-18,,2020,,,Video transect ,,,45.16783,-61.64512,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2215,T-18,,2020,,,Video transect ,,,45.16776,-61.64517,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2216,T-18,,2020,,,Video transect ,,,45.16768,-61.64518,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2217,T-18,,2020,,,Video transect ,,,45.16761,-61.64517,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2218,T-18,,2020,,,Video transect ,,,45.16753,-61.64516,0,,Mud,soft,1,0,0,,,
SG_SDM,Goldboro_LNG,2219,T-2,,2020,,,Video transect ,,,45.15758,-61.63212,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2220,T-2,,2020,,,Video transect ,,,45.15759,-61.63212,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2221,T-2,,2020,,,Video transect ,,,45.15757,-61.63209,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2222,T-2,,2020,,,Video transect ,,,45.15752,-61.63212,0,,Rocky,rock,3,0,0,,,
SG_SDM,Goldboro_LNG,2223,T-2,,2020,,,Video transect ,,,45.15748,-61.63221,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2224,T-2,,2020,,,Video transect ,,,45.15747,-61.63233,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2225,T-2,,2020,,,Video transect ,,,45.1575,-61.63246,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2226,T-2,,2020,,,Video transect ,,,45.15755,-61.63259,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2227,T-2,,2020,,,Video transect ,,,45.15757,-61.63273,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2228,T-2,,2020,,,Video transect ,,,45.1576,-61.63286,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2229,T-2,,2020,,,Video transect ,,,45.15762,-61.63299,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2230,T-2,,2020,,,Video transect ,,,45.15762,-61.6331,1,,,NA,NA,10,2,,,
SG_SDM,Goldboro_LNG,2231,T-2,,2020,,,Video transect ,,,45.15758,-61.6332,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2232,T-2,,2020,,,Video transect ,,,45.15753,-61.63329,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2233,T-2,,2020,,,Video transect ,,,45.15749,-61.63341,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2234,T-2,,2020,,,Video transect ,,,45.15745,-61.63353,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2235,T-2,,2020,,,Video transect ,,,45.1574,-61.63362,1,,,NA,NA,10,2,,,
SG_SDM,Goldboro_LNG,2236,T-2,,2020,,,Video transect ,,,45.15738,-61.63372,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2237,T-2,,2020,,,Video transect ,,,45.15734,-61.63383,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2238,T-2,,2020,,,Video transect ,,,45.1573,-61.63394,1,,Sand,soft,1,10,2,,,
SG_SDM,Goldboro_LNG,2239,T-2,,2020,,,Video transect ,,,45.15728,-61.63406,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2240,T-2,,2020,,,Video transect ,,,45.15724,-61.63417,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2241,T-2,,2020,,,Video transect ,,,45.15722,-61.6343,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2242,T-2,,2020,,,Video transect ,,,45.1572,-61.63443,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2243,T-2,,2020,,,Video transect ,,,45.15719,-61.63455,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2244,T-2,,2020,,,Video transect ,,,45.15717,-61.63467,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2245,T-2,,2020,,,Video transect ,,,45.15716,-61.6348,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2246,T-2,,2020,,,Video transect ,,,45.15716,-61.63494,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2247,T-2,,2020,,,Video transect ,,,45.15714,-61.63507,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2248,T-2,,2020,,,Video transect ,,,45.15712,-61.63519,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2249,T-2,,2020,,,Video transect ,,,45.1571,-61.63531,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2250,T-2,,2020,,,Video transect ,,,45.15708,-61.63544,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2251,T-2,,2020,,,Video transect ,,,45.15706,-61.63557,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2252,T-2,,2020,,,Video transect ,,,45.15705,-61.63569,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2253,T-2,,2020,,,Video transect ,,,45.15703,-61.63582,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2254,T-2,,2020,,,Video transect ,,,45.15701,-61.63595,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2255,T-2,,2020,,,Video transect ,,,45.15699,-61.63606,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2256,T-2,,2020,,,Video transect ,,,45.15694,-61.63617,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2257,T-2,,2020,,,Video transect ,,,45.15691,-61.63627,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2258,T-2,,2020,,,Video transect ,,,45.15688,-61.63639,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2259,T-2,,2020,,,Video transect ,,,45.15685,-61.63652,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2260,T-2,,2020,,,Video transect ,,,45.15683,-61.63665,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2261,T-2,,2020,,,Video transect ,,,45.1568,-61.63677,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2262,T-2,,2020,,,Video transect ,,,45.15679,-61.63689,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2263,T-2,,2020,,,Video transect ,,,45.15676,-61.63702,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2264,T-2,,2020,,,Video transect ,,,45.15673,-61.63714,1,,Sand & Gravel,mixed,2,50,3,,,
SG_SDM,Goldboro_LNG,2265,T-2,,2020,,,Video transect ,,,45.1567,-61.63727,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2266,T-2,,2020,,,Video transect ,,,45.15666,-61.63739,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2267,T-2,,2020,,,Video transect ,,,45.15663,-61.63752,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2268,T-2,,2020,,,Video transect ,,,45.1566,-61.63765,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2269,T-2,,2020,,,Video transect ,,,45.15657,-61.63779,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2270,T-2,,2020,,,Video transect ,,,45.15654,-61.63793,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2271,T-2,,2020,,,Video transect ,,,45.15652,-61.63807,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2272,T-2,,2020,,,Video transect ,,,45.1565,-61.63821,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2273,T-2,,2020,,,Video transect ,,,45.15648,-61.63836,1,,,NA,NA,50,3,,,
SG_SDM,Goldboro_LNG,2274,T-2,,2020,,,Video transect ,,,45.15645,-61.63849,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2275,T-2,,2020,,,Video transect ,,,45.15644,-61.63864,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2276,T-2,,2020,,,Video transect ,,,45.15643,-61.63877,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2277,T-2,,2020,,,Video transect ,,,45.15644,-61.6389,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2278,T-2,,2020,,,Video transect ,,,45.15643,-61.63905,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2279,T-2,,2020,,,Video transect ,,,45.15642,-61.63919,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2280,T-2,,2020,,,Video transect ,,,45.1564,-61.63932,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2281,T-2,,2020,,,Video transect ,,,45.15637,-61.63945,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2282,T-2,,2020,,,Video transect ,,,45.15632,-61.63958,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2283,T-2,,2020,,,Video transect ,,,45.15627,-61.63969,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2284,T-2,,2020,,,Video transect ,,,45.15621,-61.63978,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2285,T-2,,2020,,,Video transect ,,,45.15617,-61.6399,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2286,T-2,,2020,,,Video transect ,,,45.15614,-61.64003,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2287,T-2,,2020,,,Video transect ,,,45.15613,-61.64017,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2288,T-2,,2020,,,Video transect ,,,45.1561,-61.64029,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2289,T-2,,2020,,,Video transect ,,,45.15607,-61.64041,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2290,T-2,,2020,,,Video transect ,,,45.15603,-61.64052,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2291,T-2,,2020,,,Video transect ,,,45.15599,-61.64065,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2292,T-2,,2020,,,Video transect ,,,45.15596,-61.64079,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2293,T-2,,2020,,,Video transect ,,,45.15593,-61.64091,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2294,T-2,,2020,,,Video transect ,,,45.15589,-61.64104,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2295,T-2,,2020,,,Video transect ,,,45.15588,-61.64118,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2296,T-2,,2020,,,Video transect ,,,45.15586,-61.64132,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2297,T-2,,2020,,,Video transect ,,,45.15584,-61.64145,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2298,T-2,,2020,,,Video transect ,,,45.15584,-61.64158,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2299,T-2,,2020,,,Video transect ,,,45.15583,-61.64172,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2300,T-2,,2020,,,Video transect ,,,45.15581,-61.64185,0,,Rocky,rock,3,0,0,,,
SG_SDM,Goldboro_LNG,2301,T-3A,,2020,,,Video transect ,,,45.15737,-61.64354,0,,Rocky,rock,3,0,0,,,
SG_SDM,Goldboro_LNG,2302,T-3A,,2020,,,Video transect ,,,45.1574,-61.64345,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2303,T-3A,,2020,,,Video transect ,,,45.15744,-61.64344,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2304,T-3A,,2020,,,Video transect ,,,45.15744,-61.64331,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2305,T-3A,,2020,,,Video transect ,,,45.15745,-61.64315,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2306,T-3A,,2020,,,Video transect ,,,45.15746,-61.64296,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2307,T-3A,,2020,,,Video transect ,,,45.15749,-61.64283,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2308,T-3A,,2020,,,Video transect ,,,45.15752,-61.64269,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2309,T-3A,,2020,,,Video transect ,,,45.15754,-61.64257,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2310,T-3A,,2020,,,Video transect ,,,45.15754,-61.64244,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2311,T-3A,,2020,,,Video transect ,,,45.15755,-61.64227,0,,,NA,NA,0,0,,,
SG_SDM,Goldboro_LNG,2312,T-3A,,2020,,,Video transect ,,,45.15758,-61.64214,0,,,NA,NA,0,0,,,
