"","seagrass_PA","seagrass_cover","suitability","bathy_m","slope","bpi_broad","bpi_fine","sub_type","rei","temp1m_median","temp1m_qrange","ws1m_q90","coords$lat","coords$lon","biomass"
"33",0,0,690,1,0,13,1,1,0.00168262096121907,16.7719993591309,5.99499988555908,0.28999999165535,45.0609643857246,-61.9063922772948,23.549243
"34",0,0,44,-2.41647982597351,3.06945371627808,15,9,3,0.228661820292473,12.3800001144409,0.629000008106232,0.0670000016689301,45.0600784857487,-61.8175009491739,23.549243
"35",0,0,696,0.0897122919559479,3.22116589546204,12,0,1,0.0359114892780781,16.863000869751,6.34999990463257,0.282000005245209,45.0597383538669,-61.9099719593625,23.549243
"36",0,0,398,-3.08705258369446,0.725677371025085,14,1,1,0.157343134284019,13.4709997177124,0.949999988079071,0.0410000011324883,45.058803479071,-61.846866293435,23.549243
"37",0,0,219,-5.37323379516602,2.30623459815979,7,-4,1,0.0361361503601074,16.5620002746582,5.875,0.333000004291534,45.0584528407404,-61.9073292166495,23.549243
"38",0,0,125,-8.51272487640381,0.368119388818741,9,0,1,0.265584379434586,12.4130001068115,0.791999995708466,0.046000000089407,45.0565174174659,-61.8389110038936,23.549243
"39",0,0,29,-8.33146190643311,1.08029401302338,9,0,2,0.225605875253677,12.5989999771118,0.787000000476837,0.0450000017881393,45.0533945004259,-61.8416411395496,23.549243
"40",1,2,824,0.203742653131485,0.117460042238235,15,1,1,0.067234680056572,15.6630001068115,5.39499998092651,0.316000014543533,45.0511308693671,-61.8994681671351,23.899055
"41",1,20,800,-0.122761733829975,0.229025900363922,16,2,2,0.0822695419192314,15.7390003204346,2.48000001907349,0.0729999989271164,45.0500825680928,-61.8888211467281,37.158683
"42",1,0,131,-0.934003949165344,6.38011741638184,9,3,1,0.0388609021902084,13.6029996871948,1.59399998188019,0.0949999988079071,45.0500328134807,-61.9501580353011,23.549243
"43",0,0,596,-1.71903800964355,0.452991813421249,13,0,1,0.0910155102610588,15.3450002670288,4.97800016403198,0.204999998211861,45.0495429814945,-61.8981652435582,23.549243
"44",0,0,67,-0.0553933717310429,1.73781609535217,18,9,3,0.380080282688141,12.7480001449585,0.875,0.0820000022649765,45.0477154799545,-61.840866891086,23.549243
"45",0,0,429,-1.41147303581238,0.401306182146072,14,0,1,0.103409603238106,15.0260000228882,4.36899995803833,0.215000003576279,45.0479421932194,-61.8955292986174,23.549243
"46",0,0,459,-2.7973940372467,0.488129436969757,13,0,1,0.131728291511536,14.293999671936,3.23600006103516,0.149000003933907,45.0479120665596,-61.8924187508206,23.549243
"47",0,0,463,-3.06148791313171,1.14797806739807,13,0,2,0.117455273866653,14.125,2.61999988555908,0.108999997377396,45.0475711693454,-61.8897586638275,23.549243
"48",0,0,337,-1.88636362552643,1.5368640422821,15,3,3,0.179346993565559,13.9770002365112,1.53100001811981,0.0610000006854534,45.0459224505156,-61.8822352273655,23.549243
"49",0,0,441,-2.45453310012817,0.919689297676086,14,0,1,0.132167801260948,13.9449996948242,2.67000007629395,0.116999998688698,45.0456940878575,-61.8911282667869,23.549243
"50",0,0,148,-5.68863582611084,1.16582679748535,12,0,1,0.243818208575249,12.835000038147,1.22099995613098,0.0480000004172325,45.0436694714185,-61.877390550966,23.549243
"51",0,0,178,-5.97615242004395,0.356540828943253,11,0,1,0.161634102463722,13.1379995346069,1.307000041008,0.0659999996423721,45.0428028015155,-61.8854068345425,23.549243
"52",0,0,119,-7.90819358825684,0.437489360570908,10,0,1,0.274808615446091,12.7600002288818,1.17900002002716,0.0469999983906746,45.0420419098599,-61.8720895696395,23.549243
"53",0,0,199,-3.87360692024231,1.2421407699585,13,0,1,0.127804785966873,13.9530000686646,1.88100004196167,0.0640000030398369,45.0419312598965,-61.8929785671575,23.549243
"54",0,0,30,-6.1459903717041,2.28189396858215,12,3,3,0.395578920841217,12.6319999694824,0.964999973773956,0.0970000028610229,45.0411229979488,-61.8432220027916,23.549243
"55",0,0,141,-7.84243011474609,0.13876049220562,10,0,1,0.205482944846153,12.3470001220703,0.968999981880188,0.0529999993741512,45.0386686337853,-61.8814877328447,23.549243
"56",0,0,61,-0.426493406295776,2.54379439353943,18,8,3,0.334102123975754,13.2779998779297,1.15299999713898,0.0710000023245811,45.0381294420907,-61.8588353138363,23.549243
"57",0,0,46,-6.51318311691284,2.69787812232971,7,0,1,0.00442038290202618,13.5270004272461,0.804000020027161,0.0370000004768372,44.9661412106782,-62.0870530198321,23.549243
"58",0,0,118,-7.02421951293945,2.68618822097778,4,-2,1,0.00253267330117524,13.3940000534058,1.14300000667572,0.0439999997615814,44.9616298213031,-62.1559104720411,23.549243
"59",1,37,746,-0.716595649719238,0.692304074764252,11,1,2,0.0585466995835304,14.6269998550415,2.56100010871887,0.0900000035762787,44.9536979972801,-62.2376710319912,66.39343
"60",1,34.4000015258789,90,-2.30685591697693,3.20562481880188,10,3,1,0.00174268870614469,13.5069999694824,0.967000007629395,0.0350000001490116,44.9513537759704,-62.1724780493882,60.8706592497571
"61",0,0,85,-1.51827502250671,1.04338562488556,12,4,3,0.00301351747475564,13.1579999923706,0.796000003814697,0.046000000089407,44.946615343544,-62.1707714795004,23.549243
"62",0,0,110,-0.893867909908295,3.21357202529907,13,4,1,0.00212020566686988,13.7430000305176,0.947000026702881,0.0260000005364418,44.9457023573365,-62.1752211974225,23.549243
"63",0,0,597,-1.94659078121185,1.29701626300812,12,1,3,0.0250523611903191,14.5740003585815,1.30400002002716,0.0529999993741512,44.9449339560612,-62.2000766757813,23.549243
"64",0,0,191,-5.41181325912476,2.16376900672913,9,-1,2,0.0147920679301023,14.7320003509521,1.39999997615814,0.061999998986721,44.9442130405814,-62.1872209600183,23.549243
"65",1,91.4000015258789,82,-0.639395296573639,0.609381377696991,21,2,1,0.164186865091324,14.2629995346069,1.26999998092651,0.224000006914139,44.9431773194996,-62.0528133329235,269.039030335496
"66",0,0,141,-7.41857290267944,4.04711866378784,7,-3,1,0.00485950149595737,13.8669996261597,1.11699998378754,0.063000001013279,44.9414591887737,-62.1987940556306,23.549243
"67",1,0.16666667163372,66,-2.04940581321716,1.02335035800934,20,2,0,0.219645231962204,13.7019996643066,1.02999997138977,0.0469999983906746,44.9391003333893,-62.0550984015389,23.5698118617474
"68",0,0,41,-2.77638244628906,1.33306241035461,19,8,3,0.292818486690521,11.3559999465942,1.17799997329712,0.0659999996423721,44.9312903942855,-62.0632103104551,23.549243
"69",0,0,45,-5.76592445373535,1.56768488883972,11,3,3,0.0693319961428642,12.4359998703003,0.742999970912933,0.0649999976158142,44.9315589064119,-62.1372785092886,23.549243
"70",0,0,43,-8.7252893447876,1.2861545085907,8,-3,1,0.0565154552459717,13.0419998168945,0.898999989032745,0.0979999974370003,44.931139734688,-62.1656716690909,23.549243
"71",0,0,584,-2.29091024398804,0.137503936886787,11,0,1,0.004029197152704,14.8699998855591,1.70799994468689,0.0299999993294477,44.9246583189311,-62.2779697899142,23.549243
"72",0,0,87,-1.1112574338913,0.266190707683563,13,1,1,0.00152599322609603,15.5380001068115,2.09500002861023,0.0309999994933605,44.923367189997,-62.273107625461,23.549243
"73",1,18.7000007629395,674,-2.92725396156311,0.245977357029915,11,0,1,0.0326996818184853,14.1269998550415,1.47000002861023,0.0450000017881393,44.9230970837046,-62.2802067624174,35.591275322018
"74",0,0,33,-6.00718927383423,0.676636397838593,10,4,3,0.239728331565857,11.5579996109009,0.842999994754791,0.0820000022649765,44.9219946885547,-62.2088210973742,23.549243
"75",1,85.6999969482422,595,-1.11020541191101,0.237360179424286,14,1,1,0.00365048227831721,14.3249998092651,1.15900003910065,0.0939999967813492,44.9156436231675,-62.2975934302461,240.009250976156
"76",0,0,448,-1.38759768009186,2.14803576469421,12,0,1,0.00181390589568764,17.1429996490479,1.83200001716614,0.0410000011324883,44.9139917888816,-62.3375207419456,23.549243
"77",0,0,379,-0.499521344900131,0.561282277107239,14,0,1,0.00152210984379053,18.8719997406006,2.70000004768372,0.0439999997615814,44.912658894985,-62.3251207738561,23.549243
"78",0,0,457,-3.41472339630127,0.212327793240547,10,-1,1,0.0309184398502111,15.8030004501343,1.3860000371933,0.0529999993741512,44.9124472722119,-62.3428593031099,23.549243
"79",0,0,341,-1.27144420146942,1.70586884021759,14,0,1,0.00114217970985919,17.9060001373291,2.62700009346008,0.0740000009536743,44.9095240789563,-62.3278177326275,23.549243
"80",0,0,35,-4.50651121139526,3.16392517089844,19,26,3,0.476610034704208,8.97299957275391,0.550999999046326,0.0939999967813492,44.907098253764,-62.0715838451376,23.549243
"81",0,0,233,-6.59867429733276,0.208115786314011,10,-2,1,0.0841671749949455,12.6429996490479,1.12399995326996,0.0469999983906746,44.9065613939688,-62.3065711719837,23.549243
"82",0,0,422,-3.48992729187012,0.0295402593910694,11,0,1,0.00292292237281799,14.8249998092651,1.13100004196167,0.0659999996423721,44.9042610245401,-62.343839253268,23.549243
"83",0,0,597,-1.29104435443878,0.974468350410461,14,1,1,0.0304771494120359,15.0710000991821,1.98800003528595,0.0700000002980232,44.9042148974211,-62.3358596925475,23.549243
"84",0,0,566,-1.7181453704834,0.910366415977478,14,0,1,0.00649900361895561,15.581000328064,2.57699990272522,0.0570000000298023,44.9032178389299,-62.3270045648682,23.549243
"85",0,0,494,-2.31730961799622,1.67465841770172,13,0,1,0.0189164448529482,14.6239995956421,1.59099996089935,0.0879999995231628,44.902670451086,-62.3411973894338,23.549243
"86",0,0,607,-1.83697748184204,1.19830811023712,14,0,1,0.0272268038243055,14.2700004577637,2.38000011444092,0.0820000022649765,44.9007286518807,-62.3323533399817,23.549243
"87",1,20,101,-1.4046483039856,1.2133641242981,15,1,1,0.0631785243749619,13.9060001373291,2.36400008201599,0.142000004649162,44.8984946822165,-62.3275029607215,37.158683
"88",0,0,138,-0.969357669353485,0.395071536302567,15,1,2,0.0245303586125374,13.7030000686646,2.21499991416931,0.100000001490116,44.8978854065724,-62.3310563765446,23.549243
"89",0,0,73,-2.67322659492493,2.43804216384888,9,3,3,0.0678499490022659,12.3479995727539,0.922999978065491,0.0450000017881393,44.8933135692634,-62.4166574585491,23.549243
"90",0,0,42,-8.63396835327148,5.67466592788696,4,1,3,0.043413944542408,10.7690000534058,0.760999977588654,0.0540000014007092,44.8916040852453,-62.3909667527948,23.549243
"91",0,0,30,-6.30209064483643,1.83568155765533,16,3,0,0.515502393245697,12.28600025177,0.681999981403351,0.0879999995231628,44.8897550139845,-62.1941935186427,23.549243
"92",0,0,178,-7.39847326278687,0.262437462806702,10,-2,1,0.103763215243816,12.2089996337891,1.02799999713898,0.0659999996423721,44.8875300018008,-62.3382677724244,23.549243
"93",0,0,53,-1.76222288608551,0.636139392852783,17,6,0,0.206500932574272,12.3719997406006,1.05599999427795,0.0670000016689301,44.8858664377227,-62.3232181470905,23.549243
"94",0,0,36,-3.88895893096924,4.02556991577148,16,10,3,0.287449389696121,10.7709999084473,0.686999976634979,0.0689999982714653,44.8829110579762,-62.3033099523792,23.549243
"95",0,0,75,-2.71520566940308,0.437634319067001,15,5,3,0.141226410865784,11.8730001449585,0.758000016212463,0.0750000029802322,44.8818461924251,-62.3361171029281,23.549243
"96",0,0,57,-4.1375560760498,0.223760351538658,18,6,3,0.480396866798401,11.0450000762939,0.552999973297119,0.0790000036358833,44.8802365784647,-62.2785256167862,23.549243
"97",0,0,75,-2.92825984954834,3.47428059577942,8,8,3,0.00519944587722421,11.3979997634888,1.02600002288818,0.0469999983906746,44.880074142108,-62.4806052365573,23.549243
"98",0,0,29,-6.87218523025513,4.62882041931152,14,5,3,0.383062809705734,11.2969999313354,0.816999971866608,0.0820000022649765,44.8787362881954,-62.2905092086162,23.549243
"99",0,0,49,-4.99252605438232,2.72064065933228,6,6,2,0.00564948515966535,11.9020004272461,1.15799999237061,0.0390000008046627,44.8747120475147,-62.4793241381049,23.549243
"100",0,0,29,-7.27087306976318,7.14686727523804,12,2,0,0.224061489105225,11.5740003585815,0.61599999666214,0.0829999968409538,44.8695358751067,-62.3322709907389,23.549243
"101",0,0,32,-6.99608993530273,1.46028435230255,8,5,3,0.172475278377533,11.4020004272461,0.791999995708466,0.0719999969005585,44.8670579082159,-62.3965422833473,23.549243
"102",0,0,114,-0.913282513618469,0.421187698841095,13,3,2,0.00547577440738678,12.2119998931885,1.01800000667572,0.0350000001490116,44.8665696308975,-62.4240164217559,23.549243
"103",0,0,367,-1.07199120521545,0.315817981958389,13,1,1,0.00177077564876527,14.4750003814697,3,0.0719999969005585,44.8578852906922,-62.4520108995214,23.549243
"104",0,0,321,-1.01396071910858,0.644827485084534,13,0,1,0.0015029824571684,15.5699996948242,3.21600008010864,0.0869999974966049,44.8572763374423,-62.456446452733,23.549243
"105",0,0,324,-3.79960155487061,2.61421990394592,11,0,1,0.0340895503759384,12.793999671936,2.07500004768372,0.0529999993741512,44.8562736060081,-62.4444956946182,23.549243
"106",0,0,438,-1.73928594589233,0.277266085147858,9,2,1,0.00297832489013672,14.9119997024536,1.86500000953674,0.0260000005364418,44.8548386012795,-62.547718952316,23.549243
"107",0,0,251,-2.02084875106812,1.09879052639008,9,0,2,0.00257386732846498,14.9250001907349,2.07200002670288,0.0240000002086163,44.8545112135312,-62.5446208200245,23.549243
"108",0,0,371,-0.98036003112793,0.958715319633484,13,0,2,0.00222421297803521,14.7580003738403,2.78600001335144,0.0829999968409538,44.8538316578492,-62.4609083708345,23.549243
"109",0,0,59,-2.909752368927,2.2255973815918,13,2,2,0.124005764722824,11.835000038147,1.07000005245209,0.063000001013279,44.8521605284599,-62.4409917290498,23.549243
"110",0,0,521,-0.447325825691223,0.949382245540619,11,4,3,0.00365214142948389,13.9300003051758,1.66199994087219,0.028999999165535,44.8523215797137,-62.5486245340839,23.549243
"111",0,0,51,-8.02952861785889,0.410661667585373,8,-1,1,0.113746866583824,11.4630002975464,0.927999973297119,0.0649999976158142,44.8499529338224,-62.440570161428,23.549243
"112",0,0,29,-10.1397914886475,4.60945129394531,8,0,3,0.226419433951378,11.3500003814697,0.623000025749207,0.0670000016689301,44.8496991694136,-62.3909656194698,23.549243
"113",0,0,394,-1.35146498680115,0.2468171864748,10,3,1,0.00284414482302964,14.1639995574951,1.7059999704361,0.028999999165535,44.849786993364,-62.545100968336,23.549243
"114",0,0,263,-0.356395065784454,0.59522145986557,12,3,1,0.000874331512022763,13.96399974823,1.79100000858307,0.0240000002086163,44.8459902572738,-62.5411448306009,23.549243
"115",1,0,151,0.690140604972839,5.95022344589233,15,14,2,0.00366641976870596,10.8159999847412,0.920000016689301,0.0810000002384186,44.8429406717642,-62.4906820977678,23.549243
"116",0,0,57,-3.45474553108215,3.63976216316223,10,5,1,0.00163074745796621,11.9779996871948,0.852999985218048,0.046000000089407,44.8418310766644,-62.5256777665888,23.549243
"117",1,98.1999969482422,105,-1.747642993927,2.03277206420898,15,2,1,0.025967076420784,12.0270004272461,0.897000014781952,0.0370000004768372,44.8412103030008,-62.4570403930351,306.058390083288
"118",0,0,35,-4.89758157730103,6.64368724822998,14,3,0,0.364954262971878,11.2930002212524,1.03199994564056,0.0930000022053719,44.8388242196213,-62.4203073919502,23.549243
"119",0,0,333,-0.292535752058029,0.90669971704483,11,2,1,0.000838640378788114,16.2140007019043,2.29999995231628,0.0299999993294477,44.8386731524279,-62.6067425201843,23.549243
"120",0,0,140,-8.27681922912598,0.687960684299469,2,-2,1,0.0599071681499481,12.0799999237061,1.22399997711182,0.0390000008046627,44.832718475659,-62.6160815995956,23.549243
"121",0,0,408,-1.07921969890594,1.32438457012177,17,6,3,0.16241692006588,11.3500003814697,1.03400003910065,0.0590000003576279,44.8317266689512,-62.4504877171663,23.549243
"122",0,0,144,-7.19546794891357,3.41445446014404,3,0,1,0.0714058876037598,12.3339996337891,1.17799997329712,0.034000001847744,44.8317806876221,-62.6183017385052,23.549243
"123",1,0,667,-0.48561304807663,1.55905866622925,15,5,1,0.115363009274006,13.4409999847412,1.46899998188019,0.0370000004768372,44.82344057825,-62.5762985093299,23.549243
"124",1,0,513,-1.63905537128448,2.41151881217957,15,3,1,0.12753801047802,13.414999961853,1.49399995803833,0.0350000001490116,44.8202766998973,-62.5727801276896,23.549243
"125",0,0,31,-5.97233247756958,2.32505106925964,13,11,3,0.520447969436646,10.4650001525879,0.637000024318695,0.0640000030398369,44.8115060361917,-62.5073360507077,23.549243
"126",1,28.3999996185303,768,-0.489498794078827,0.340244442224503,18,4,1,0.0821612849831581,12.668999671936,1.01900005340576,0.0570000000298023,44.8085394527392,-62.5520643648802,49.5750818661328
"127",1,8.39999961853027,666,-0.796662390232086,0.367570728063583,17,2,1,0.00266859959810972,12.9040002822876,1.32599997520447,0.0390000008046627,44.8082416568924,-62.5564926916341,26.5284102947064
"128",0,0,306,-1.82021129131317,0.664407968521118,13,0,1,0.00145562132820487,14.1350002288818,1.16799998283386,0.0579999983310699,44.8069716138939,-62.6436931669141,23.549243
"129",0,0,52,-2.99788975715637,2.10066151618958,15,0,3,0.155802145600319,12.7889995574951,1.14400005340576,0.104999996721745,44.8047376775149,-62.5467828807728,23.549243
"130",1,0,399,-0.739662289619446,0.503828227519989,14,2,1,0.00157248496543616,13.8830003738403,0.975000023841858,0.0649999976158142,44.8047674889459,-62.644149309726,23.549243
"131",0,0,307,-1.753173828125,0.703689575195312,13,1,1,0.00110236369073391,13.793999671936,1.11699998378754,0.0640000030398369,44.8022633346322,-62.6494753820935,23.549243
"132",0,0,247,-3.30324864387512,0.691308200359344,15,0,2,0.186621710658073,12.58899974823,1.23500001430511,0.0529999993741512,44.801597498554,-62.549462774615,23.549243
"133",0,0,33,-5.02797031402588,2.32730460166931,14,4,2,0.368462473154068,11.5649995803833,1.40799999237061,0.0419999994337559,44.7972381309145,-62.5627722443895,23.549243
"134",0,0,75,-2.56583428382874,1.58755195140839,12,1,3,0.0309829991310835,13.9949998855591,1.36600005626678,0.0700000002980232,44.7944810766207,-62.6818247876705,23.549243
"135",1,98.6999969482422,98,-0.82153445482254,0.750210881233215,17,4,1,0.0847529917955399,13.5520000457764,1.29799997806549,0.0659999996423721,44.7929633919666,-62.5999733033122,308.882921147573
"136",1,0,110,-0.252851843833923,0.986877739429474,17,2,1,0.0876201018691063,14.3190002441406,1.51199996471405,0.108999997377396,44.7926652652188,-62.6048426795523,23.549243
"137",0,0,75,-1.59397172927856,0.899903953075409,11,6,1,0.00236340542323887,12.1999998092651,1.27300000190735,0.0439999997615814,44.7860950792822,-62.7287687649612,23.549243
"138",1,100,73,-0.191582649946213,0.662275195121765,18,6,1,0.193602830171585,13.0710000991821,1.35899996757507,0.0500000007450581,44.7819604565772,-62.6071277169334,316.292443
"139",0,0,72,1,8.0744571685791,19,16,0,0.264363944530487,10.0690002441406,1.33599996566772,0.0509999990463257,44.7813810639019,-62.6221731455856,23.549243
"140",0,0,36,-7.97317409515381,3.22496104240417,7,1,3,0.034839816391468,10.6479997634888,1.40199995040894,0.0399999991059303,44.7803713130738,-62.7075608746074,23.549243
"141",0,0,148,-7.04477310180664,0.449533760547638,11,-1,1,0.122306600213051,11.1929998397827,0.967999994754791,0.0839999988675117,44.7777546117755,-62.6721845327538,23.549243
"142",1,81.3000030517578,706,0.350355058908463,0.517566561698914,17,3,1,0.00225779437460005,13.8290004730225,1.05799996852875,0.0480000004172325,44.7771519808232,-62.6819199665382,218.848531929555
"143",0,0,218,-4.82989358901978,2.74182081222534,8,3,3,0.0176122449338436,10.576000213623,0.883000016212463,0.0549999997019768,44.7763624451442,-62.7438545276603,23.549243
"144",1,100,139,0.173968300223351,0.314518392086029,17,3,1,0.00185933185275644,12.3090000152588,1.50999999046326,0.0199999995529652,44.7746496676471,-62.6885688877416,316.292443
"145",1,0,55,-3.755779504776,1.3505824804306,14,2,2,0.0996325463056564,12.9610004425049,1.34300005435944,0.0839999988675117,44.7745715895952,-62.6611439133761,23.549243
"146",0,0,99,-0.673525393009186,2.0470187664032,12,3,2,0.00286571914330125,13.0749998092651,1.30999994277954,0.155000001192093,44.773240666662,-62.757138374173,23.549243
"147",1,0,180,-7.02851819992065,0.404485315084457,11,-1,1,0.206490904092789,11.1730003356934,1.22699999809265,0.0799999982118607,44.7717541227791,-62.6673529198336,23.549243
"148",1,87.4000015258789,114,-1.48450434207916,0.391544103622437,12,3,1,0.0029469991568476,12.9449996948242,1.14199995994568,0.129999995231628,44.7700851703522,-62.7549400449304,248.476279592637
"149",0,0,295,-4.93247032165527,0.0579706989228725,-1,0,1,0.00390163599513471,16.886999130249,0.709999978542328,0.034000001847744,44.7697136169678,-63.0313841446341,23.549243
"150",0,0,45,-4.66565990447998,5.44551706314087,11,9,0,0.125677660107613,10.414999961853,0.851999998092651,0.063000001013279,44.7681176334126,-62.72133388066,23.549243
"151",0,0,41,-5.36880254745483,2.46977519989014,10,7,2,0.105930119752884,10.4010000228882,0.847000002861023,0.0430000014603138,44.7662293291164,-62.7222275230616,23.549243
"152",0,0,210,-9.75668525695801,0.0676965042948723,1,0,1,0.0114686256274581,11.16100025177,0.972000002861023,0.0799999982118607,44.7654390620378,-62.7956490255582,23.549243
"153",1,97.1999969482422,543,-0.681094586849213,0.429020434617996,3,3,1,0.00385389616712928,16.8770008087158,0.760999977588654,0.0610000006854534,44.763097515229,-63.0291692738247,300.451458454717
"154",1,0,296,-6.3714771270752,0.232673689723015,9,0,1,0.0195515304803848,11.8760004043579,1.00899994373322,0.0579999983310699,44.7596533551658,-62.7395060514497,23.549243
"155",0,0,135,-6.78488874435425,1.21271729469299,6,0,1,0.0052084936760366,11.8249998092651,1.08500003814697,0.0710000023245811,44.7575434456673,-62.7855059084977,23.549243
"156",0,0,114,-1.1011700630188,4.03545904159546,15,5,1,0.00264358567073941,13.2650003433228,1.06200003623962,0.0410000011324883,44.7561773305944,-62.7350996207996,23.549243
"157",0,0,64,-3.57484579086304,4.36788129806519,13,0,1,0.00230110995471478,13.4300003051758,1.2150000333786,0.0270000007003546,44.7561638517058,-62.7293510218578,23.549243
"158",0,0,524,-0.25931978225708,2.79285407066345,13,3,2,0.00256288610398769,12.7279996871948,1.42599999904633,0.0890000015497208,44.7540922504138,-62.7934780739938,23.549243
"159",1,100,108,-0.508059740066528,2.58235144615173,16,4,1,0.0779977217316628,12.5609998703003,1.37999999523163,0.0370000004768372,44.7517453895412,-62.7262764479878,316.292443
