species,longitude,latitude
eelgrass,-63.7413,44.45621
eelgrass,-63.73576,44.45393
eelgrass,-63.73711,44.45168
eelgrass,-63.73556,44.44979
eelgrass,-63.73293,44.44922
eelgrass,-63.73031,44.44903
eelgrass,-63.72731,44.44881
eelgrass,-63.72373,44.44767
eelgrass,-63.72219,44.45037
eelgrass,-63.71921,44.45216
eelgrass,-63.71498,44.44967
eelgrass,-63.71818,44.45392
eelgrass,-63.7205,44.4557
eelgrass,-63.72287,44.45765
eelgrass,-64.2108,44.37242
eelgrass,-64.2077,44.37164
eelgrass,-64.2047,44.37138
eelgrass,-64.2034,44.36968
eelgrass,-64.2029,44.36789
eelgrass,-64.205,44.3656
eelgrass,-64.2023,44.36602
eelgrass,-64.2037,44.36356
eelgrass,-64.2032,44.36132
eelgrass,-64.2044,44.35955
eelgrass,-64.2045,44.35743
eelgrass,-64.2019,44.35606
eelgrass,-64.2021,44.35375
eelgrass,-64.2115,44.36413
eelgrass,-65.02241,43.81178
eelgrass,-65.01867,43.80375
eelgrass,-65.01556,43.80029
eelgrass,-65.02403,43.80559
eelgrass,-65.02756,43.80678
eelgrass,-65.02947,43.80851
eelgrass,-64.52795,44.1427
eelgrass,-64.52692,44.13684
eelgrass,-64.91461,43.87975
eelgrass,-64.91432,43.87781
eelgrass,-64.90413,43.87595
eelgrass,-64.89953,43.87357
eelgrass,-64.91556,43.87425
eelgrass,-64.89884,43.87125
eelgrass,-64.91165,43.86829
eelgrass,-64.89375,43.87054
eelgrass,-64.89315,43.86796
eelgrass,-64.89233,43.85778
eelgrass,-64.89198,43.85261
eelgrass,-64.88811,43.85101
eelgrass,-64.8848,43.84945
eelgrass,-63.15166,44.68854
eelgrass,-63.15251,44.68674
eelgrass,-63.16786,44.68992
eelgrass,-63.16964,44.68813
eelgrass,-63.17044,44.68579
eelgrass,-63.16042,44.69511
eelgrass,-63.17681,44.69517
eelgrass,-63.17538,44.70276
eelgrass,-63.17803,44.70003
eelgrass,-63.17794,44.70528
eelgrass,-63.18055,44.70719
eelgrass,-63.17931,44.70881
eelgrass,-63.16864,44.71014
eelgrass,-63.16845,44.70785
eelgrass,-63.17294,44.71602
eelgrass,-63.17479,44.71475
eelgrass,-63.17225,44.71359
eelgrass,-63.1707,44.71903
eelgrass,-63.10394,44.69143
eelgrass,-63.12989,44.71197
eelgrass,-63.13703,44.69675
eelgrass,-63.13256,44.69749
eelgrass,-63.09749,44.69078
eelgrass,-63.09798,44.69639
eelgrass,-63.09447,44.69527
eelgrass,-63.10202,44.693
eelgrass,-63.09143,44.69476
eelgrass,-63.07724,44.69978
eelgrass,-63.07458,44.69729
eelgrass,-63.10629,44.69376
eelgrass,-63.08678,44.7005
eelgrass,-63.08309,44.70021
eelgrass,-63.09013,44.69796
eelgrass,-63.08754,44.70897
eelgrass,-63.10357,44.69575
eelgrass,-63.08645,44.70467
eelgrass,-63.07854,44.71221
eelgrass,-63.08604,44.71524
eelgrass,-63.10104,44.721
eelgrass,-63.09815,44.72009
eelgrass,-63.09346,44.71924
eelgrass,-63.11217,44.71367
eelgrass,-63.10813,44.7186
eelgrass,-63.11323,44.69459
eelgrass,-63.11054,44.72
eelgrass,-63.11359,44.72109
eelgrass,-63.11325,44.7193
eelgrass,-63.10813,44.72556
eelgrass,-63.10491,44.72906
eelgrass,-63.11485,44.72791
eelgrass,-63.11183,44.72982
eelgrass,-63.11035,44.733
eelgrass,-63.11291,44.73473
eelgrass,-63.12211,44.73982
eelgrass,-63.13118,44.71614
eelgrass,-63.12866,44.7177
eelgrass,-63.13126,44.71431
eelgrass,-61.9325,45.0771
eelgrass,-61.9303,45.0757
eelgrass,-61.9153,45.0705
eelgrass,-61.9233,45.0716
eelgrass,-61.9265,45.0714
eelgrass,-61.9283,45.0739
eelgrass,-61.9235,45.0738
eelgrass,-64.23585,44.39667
eelgrass,-64.33572,44.32169
eelgrass,-61.99653,45.1397
eelgrass,-61.99667,45.13483
eelgrass,-61.99215,45.13407
eelgrass,-61.98782,45.13196
eelgrass,-61.98627,45.12992
eelgrass,-61.98093,45.12693
eelgrass,-61.98231,45.12523
eelgrass,-61.97806,45.12397
eelgrass,-61.97084,45.12019
eelgrass,-61.97161,45.11829
eelgrass,-61.96694,45.11633
eelgrass,-61.96861,45.11441
eelgrass,-61.96692,45.10495
eelgrass,-61.96315,45.10656
eelgrass,-61.96297,45.09941
eelgrass,-61.95719,45.09169
eelgrass,-61.94901,45.08171
eelgrass,-61.93785,45.07909
eelgrass,-61.93366,45.0794
eelgrass,-61.93275,45.07335
eelgrass,-61.92608,45.06955
eelgrass,-61.91987,45.07321
eelgrass,-61.92096,45.07063
eelgrass,-61.91744,45.07164
eelgrass,-61.91713,45.06849
eelgrass,-61.91401,45.0687
eelgrass,-61.91607,45.06519
eelgrass,-61.91478,45.06347
eelgrass,-61.91033,45.05979
eelgrass,-61.90767,45.06145
eelgrass,-61.90718,45.05878
eelgrass,-61.90002,45.05142
eelgrass,-61.89858,45.04976
eelgrass,-61.89573,45.04819
eelgrass,-61.89256,45.048
eelgrass,-61.88887,45.05017
eelgrass,-61.88942,45.04735
eelgrass,-61.89117,45.0457
eelgrass,-61.89294,45.04186
eelgrass,-61.88376,45.03931
eelgrass,-61.88532,45.04267
eelgrass,-62.33555,44.9042
eelgrass,-62.33223,44.90062
eelgrass,-62.32707,44.89862
eelgrass,-62.32465,44.91278
eelgrass,-62.33771,44.91374
eelgrass,-62.3309,44.8978
eelgrass,-62.32806,44.89696
eelgrass,-62.32682,44.90332
eelgrass,-62.32792,44.90925
eelgrass,-62.34319,44.91233
